_id,title,artist,imageUrl,audioUrl,duration,albumId,genre,language,type,createdAt,updatedAt,__v
68df996feee6f3e299741e47,Animal,Maroon 5,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759484270/sars1mcurc3ojmrabxlq.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759484269/iycpblmddvwrt50fkjvn.mp4,0,,Indie,English,Normal,2025-10-03T09:37:51.171Z,2025-10-03T09:37:51.171Z,0
68df97daeee6f3e299741e2d,Girls like you,Maroon 5,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759483866/ivzojxngak5nqvfno9k6.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759483865/ude4qrulyhuaiaswqoxn.mp4,0,,Pop,English,Normal,2025-10-03T09:31:06.992Z,2025-10-03T09:31:06.992Z,0
68df97aeeee6f3e299741e1b,Sugar,Maroon 5,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759483821/sudydnfzfmoundvrbmxn.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759483820/qodrvuezlr0nitesjjls.mp4,0,,Rock,English,Normal,2025-10-03T09:30:22.170Z,2025-10-03T09:30:22.170Z,0
68df962deee6f3e299741e09,Just the way you are,Bruno Mars,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759483436/lflavkolxwqmtwrtav8o.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759483435/ahtodgw3wbq6ofle7kmr.mp4,0,,Pop,English,Normal,2025-10-03T09:23:57.248Z,2025-10-03T09:23:57.248Z,0
68df9538eee6f3e299741df2,Uptown Funk,Bruno Mars,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759483192/ow9a7iwbjmsxhnzscdru.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759483191/bctbvugvf26ite20age9.mp4,0,,Electronic,English,Normal,2025-10-03T09:19:52.397Z,2025-10-03T09:19:52.397Z,0
68df94dbeee6f3e299741dd5,Locked Out Of Heaven,Bruno Mars,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759483098/mthievhnroavjfcfzyrz.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759483097/mdl8get2zwjhcmpdf0jb.mp4,0,,Rock,English,Normal,2025-10-03T09:18:19.176Z,2025-10-03T09:18:19.176Z,0
68df7d92ef4a82e60a0537d5,退後,Jay Chou,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759477137/uolfuihhwtbneqcmhgwf.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759477136/vqqyvkszefyhzk5gmmi5.mp4,0,,Ballad,Mandarin,Normal,2025-10-03T07:38:58.457Z,2025-10-03T07:38:58.457Z,0
68df798676970824ed113fc1,晴天,Jay Chou,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759476102/lzcz9kp5dkpok7texssy.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759476101/s1jjjopzikivxot80e45.mp4,0,,Pop,Mandarin,Normal,2025-10-03T07:21:42.939Z,2025-10-03T07:21:42.939Z,0
68df792c76970824ed113fa1,紅模仿,Jay Chou,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759476011/hgz05wch4evz2zmsmyo0.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759476009/dvelb4kcyheflv1knkoj.mp4,0,,Hip-Hop,Mandarin,Normal,2025-10-03T07:20:12.121Z,2025-10-03T07:20:12.121Z,0
68df761876970824ed113f75,I Am Alive,JJ Lin,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759475223/fbuvbwywsqg12pucgh03.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759475222/mjtdqohtke0xewsvefqu.mp4,0,,Indie,English,Normal,2025-10-03T07:07:04.692Z,2025-10-03T07:07:04.692Z,0
68df706aa3bd292ad27fbc12,修煉愛情,JJ Lin,https://res.cloudinary.com/dndhvdmpd/image/upload/v1759473769/hauhysealmczahmt1gmy.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1759473768/hfm9pntosaed1dboprvp.mp4,0,,Jazz,Mandarin,Normal,2025-10-03T06:42:50.605Z,2025-10-03T06:42:50.605Z,0
68b546380d3e2ed9d34d0660,那些你很冒險的夢,JJ Lin,https://res.cloudinary.com/dndhvdmpd/image/upload/v1756710456/eyz3gxougqnkztrabeho.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1756710455/hkkmqle8ynuqbw0e9w14.mp3,60,,Ballad,Mandarin,Normal,2025-09-01T07:07:36.555Z,2025-09-01T07:07:36.555Z,0
6826ece55e56db0c7cdc2a76,Sign,FLOW,https://res.cloudinary.com/dndhvdmpd/image/upload/v1747381475/dvjfreutmq6dmqsqzlpl.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1747381474/spph5ackefedgiks2qkr.mp3,0,,Ballad,Japanese,Normal,2025-05-16T07:44:37.198Z,2025-05-16T07:44:37.198Z,0
6826d6abc88f88d696315f8d,舞台に立って,Yoasobi,https://res.cloudinary.com/dndhvdmpd/image/upload/v1747375787/jvow4kfemymcqfjjmx19.png,https://res.cloudinary.com/dndhvdmpd/video/upload/v1747375786/o3uswwzga08qknhatdpr.mp3,40,,Pop,Japanese,Instrumental,2025-05-16T06:09:47.776Z,2025-05-16T06:09:47.776Z,0
